Temperature (°C),Pressure (psi),Vibration (g),Oil Quality (%),Flight Hours,Ambient Temp (°C),Altitude (ft),Last Service Cycles,Failure Probability
652.23,303.23,0.341,80.0,1868,17.8,4115,326,0.8289
617.01,286.16,0.484,80.4,1416,8.3,8179,511,0.8596
674.28,337.77,0.104,95.6,329,2.0,2557,1,0.6057
647.02,298.05,0.131,96.8,87,25.4,6720,138,0.581
633.99,281.68,0.336,83.4,1397,27.6,8934,97,0.7694
596.47,280.28,0.421,72.9,2657,14.2,9538,170,0.8561
637.02,270.09,0.17,93.9,390,-5.9,9767,287,0.622
649.43,275.74,0.405,75.4,2351,14.5,9192,62,0.8434
613.33,279.24,0.267,83.5,1581,23.9,9741,43,0.7294
628.63,295.9,0.27,88.4,886,5.2,8137,392,0.7393
659.19,296.26,0.315,78.3,2184,21.8,4856,347,0.8327
688.32,326.47,0.205,92.9,426,19.8,2445,185,0.6961
628.05,291.0,0.336,84.7,1221,25.8,6360,209,0.7724
648.58,295.66,0.241,84.0,1594,21.2,7596,94,0.7442
631.37,282.14,0.271,85.9,1228,10.3,11762,120,0.7267
627.5,289.36,0.237,88.1,1013,32.0,7698,116,0.696
657.04,292.5,0.394,73.1,2701,18.4,7410,389,0.8796
626.68,292.07,0.371,77.6,2135,19.7,9157,243,0.8346
649.46,310.56,0.477,76.1,2040,10.7,7190,392,0.887
600.02,274.16,0.635,56.0,4448,15.6,10432,268,0.9511
605.77,264.14,0.696,50.9,5000,11.2,13938,237,0.9635
596.04,231.08,0.313,82.0,1675,18.3,14572,116,0.7322
680.12,309.08,0.169,90.6,856,37.1,8291,151,0.6841
638.1,292.84,0.503,68.7,3018,6.3,9011,655,0.9233
608.75,248.24,0.159,94.7,307,3.9,12737,257,0.5757
642.8,282.99,0.273,84.4,1439,34.7,7550,223,0.7548
630.75,273.44,0.272,84.1,1487,17.9,10038,16,0.7273
652.05,320.51,0.62,52.4,5000,13.3,4595,333,0.9668
650.01,315.46,0.632,52.2,5000,30.4,7067,348,0.9675
567.28,267.01,0.542,66.6,3211,13.9,11468,352,0.9076
658.82,310.82,0.231,86.4,1281,38.3,5845,29,0.7265
651.82,309.41,0.234,84.2,1585,26.8,7616,107,0.75
669.84,322.35,0.301,88.6,771,15.1,3277,139,0.7556
632.85,257.23,0.568,63.7,3542,41.6,14017,525,0.9338
616.79,273.31,0.701,66.7,2745,13.9,11789,1000,0.9539
645.88,283.05,0.455,70.1,2952,27.4,8564,161,0.8882
632.73,297.2,0.207,93.8,299,23.0,9523,242,0.6513
622.26,279.79,0.187,89.1,1017,33.0,9188,2,0.6445
599.71,268.19,0.338,82.4,1542,35.6,12153,3,0.7497
648.29,306.35,0.088,96.4,266,20.3,6444,23,0.557
628.51,266.27,0.326,87.0,920,12.5,10197,381,0.7532
607.65,256.8,0.175,95.2,183,24.6,11232,59,0.5587
647.49,294.09,0.61,52.6,5000,13.2,11646,425,0.9645
687.13,345.89,0.466,71.1,2783,40.1,1222,170,0.911
658.89,322.95,0.37,79.0,1939,21.4,6202,569,0.8671
674.53,323.58,0.353,89.7,458,16.3,4942,613,0.8067
626.62,293.5,0.345,87.4,813,21.8,8449,636,0.7928
679.31,340.15,0.139,95.0,312,6.5,1952,235,0.6582
684.72,352.14,0.364,81.9,1536,10.3,1863,466,0.8607
619.34,248.93,0.667,62.5,3435,32.0,14510,325,0.9393
622.23,277.67,0.116,97.4,38,13.4,9853,62,0.53
631.65,300.48,0.128,95.9,218,9.5,8363,144,0.5831
630.34,273.2,0.448,87.4,521,25.4,9091,984,0.8403
656.43,295.73,0.428,73.8,2504,31.9,8439,444,0.8871
653.37,283.94,0.544,57.6,4488,27.2,10992,92,0.9412
641.64,295.24,0.437,71.6,2797,30.0,6103,99,0.8777
650.16,302.0,0.286,83.8,1489,12.4,8560,88,0.7651
645.75,272.6,0.184,94.8,222,5.8,8682,120,0.6053
657.61,304.49,0.66,67.0,2812,35.0,4859,791,0.9529
643.09,270.3,0.133,95.8,223,16.8,11831,171,0.5739
687.52,327.54,0.169,90.6,854,17.5,6663,136,0.6976
636.11,258.3,0.231,90.2,736,33.3,11052,82,0.6535
634.95,292.37,0.354,86.7,890,25.6,8345,669,0.8054
596.02,251.94,0.506,84.3,800,24.6,12901,947,0.8528
672.6,321.24,0.463,70.1,2932,41.7,4876,117,0.9034
636.71,323.2,0.196,93.4,377,13.6,4746,288,0.674
656.6,302.31,0.76,58.5,3740,29.3,5283,954,0.9745
619.2,294.96,0.542,61.7,3908,20.6,8400,208,0.9317
624.92,270.01,0.239,85.7,1350,22.7,12624,190,0.7134
626.47,279.69,0.23,93.8,224,35.3,12779,225,0.6436
671.92,340.05,0.301,81.9,1713,25.1,1070,10,0.8038
639.77,309.21,0.509,65.6,3440,25.4,8749,107,0.9178
683.44,344.03,0.326,88.7,683,30.7,0,360,0.7982
657.79,284.39,0.777,58.9,3637,16.4,10385,1000,0.9742
613.27,260.71,0.464,74.8,2260,11.6,11355,252,0.858
665.51,300.38,0.619,52.4,5000,9.6,7879,63,0.9609
617.61,267.56,0.555,64.4,3483,0.3,8252,167,0.9179
630.95,295.27,0.252,91.8,450,40.6,8221,202,0.683
666.53,330.11,0.249,86.6,1192,9.0,5647,50,0.7476
610.13,281.03,0.173,95.0,219,17.8,9295,120,0.5866
669.15,309.74,0.193,95.1,144,17.2,7306,177,0.6492
621.66,267.63,0.352,75.7,2449,23.1,10791,91,0.8176
656.91,313.95,0.616,53.4,4882,28.2,7659,131,0.9613
659.42,302.01,0.699,50.8,5000,28.6,5417,97,0.9687
655.96,327.02,0.25,90.6,631,14.2,3392,285,0.7314
678.45,328.08,0.255,91.7,451,18.3,2408,259,0.7307
627.08,275.76,0.314,82.2,1643,22.8,11938,241,0.7788
645.9,298.2,0.202,92.8,448,17.5,6627,31,0.6411
641.98,284.27,0.198,91.1,702,36.1,9016,61,0.6481
592.37,229.77,0.552,63.4,3631,24.9,13350,35,0.9021
650.24,307.9,0.382,69.0,3326,27.3,6312,20,0.8803
652.17,309.66,0.674,54.8,4509,26.6,6118,85,0.9614
647.5,292.81,0.274,85.3,1317,31.7,7604,65,0.741
622.23,272.08,0.301,82.3,1661,21.8,8088,387,0.7826
586.19,248.47,0.479,69.7,2944,7.0,13663,357,0.8821
617.12,265.9,0.204,92.1,547,24.0,12697,67,0.6178
598.22,264.17,0.382,68.0,3464,13.5,9863,54,0.8606
625.84,237.34,0.147,96.8,35,14.7,12348,47,0.5209
671.91,307.16,0.473,68.1,3196,25.9,7465,116,0.9087
663.83,287.61,0.45,70.0,2991,32.4,8897,105,0.8902
651.17,315.74,0.195,91.0,718,20.2,7095,9,0.6671
663.58,318.0,0.339,74.9,2603,23.1,4129,252,0.8612
610.79,263.32,0.365,89.3,482,37.0,11612,685,0.7681
639.09,262.73,0.285,82.2,1717,22.4,9595,232,0.7651
656.7,316.8,0.346,76.1,2412,46.0,8054,20,0.8393
643.24,294.44,0.386,74.6,2508,25.7,7993,275,0.8617
660.74,319.42,0.653,51.8,5000,2.4,3481,199,0.968
673.39,306.48,0.368,89.8,402,27.5,5068,712,0.81
665.44,310.08,0.203,86.7,1311,23.8,9008,135,0.7259
652.22,306.78,0.697,56.2,4242,32.9,6413,418,0.9663
678.55,309.39,0.313,82.1,1649,26.7,7347,12,0.7934
646.99,300.35,0.61,58.4,4181,18.6,7686,383,0.9547
677.56,322.04,0.207,87.9,1139,7.8,5953,13,0.717
638.38,313.87,0.511,67.5,3173,17.9,5096,127,0.9134
693.37,328.51,0.781,55.7,4081,11.5,3163,887,0.9806
639.25,295.12,0.5,63.6,3747,14.2,7560,364,0.9287
649.36,293.48,0.758,56.0,4102,25.9,9856,777,0.9738
664.92,334.45,0.251,91.5,496,36.7,3069,205,0.7243
638.81,312.25,0.395,84.0,1156,23.9,7928,280,0.8158
633.87,286.55,0.141,94.5,384,8.0,8843,219,0.6045
657.0,305.26,0.187,93.5,398,24.4,5031,196,0.6564
608.41,270.99,0.278,85.0,1338,32.0,12266,259,0.7352
648.02,305.09,0.64,52.0,5000,13.9,6843,12,0.9612
603.91,289.94,0.386,79.7,1793,18.7,7696,62,0.8042
621.26,285.36,0.55,61.9,3846,20.1,7516,72,0.9259
664.44,335.05,0.624,52.4,5000,12.2,2688,145,0.9663
576.41,250.68,0.193,94.9,181,26.5,11026,171,0.5648
661.1,311.14,0.259,92.3,354,18.8,5133,404,0.724
684.42,309.14,0.248,90.2,687,24.2,7290,54,0.7116
642.29,281.67,0.404,78.4,1918,11.1,9793,253,0.8388
589.98,251.53,0.144,96.2,127,15.6,12383,95,0.5248
657.92,315.67,0.457,69.1,3090,27.2,4760,217,0.9065
645.97,300.39,0.198,95.1,132,16.3,6661,296,0.6478
644.23,292.36,0.257,92.4,345,37.3,12147,262,0.6892
649.26,306.31,0.179,89.6,962,16.0,9391,73,0.6737
629.54,284.85,0.375,81.0,1632,22.2,10014,371,0.8209
654.33,321.32,0.682,56.4,4266,29.3,4847,318,0.9651
645.18,292.14,0.735,50.1,5000,5.8,6862,806,0.9788
651.38,286.79,0.598,57.7,4319,2.4,7496,302,0.9518
641.63,311.52,0.222,94.0,226,4.7,5426,382,0.6845
654.02,331.36,0.51,75.8,1995,32.6,2976,500,0.9058
666.51,308.73,0.268,86.4,1166,14.5,6469,34,0.7424
614.92,256.44,0.187,94.4,269,45.6,12063,358,0.6129
620.38,298.51,0.255,83.5,1620,14.4,8178,115,0.7462
596.23,250.86,0.346,86.9,882,21.8,12123,520,0.7536
659.44,286.01,0.201,90.0,849,35.4,8537,196,0.6841
658.33,314.22,0.284,92.9,198,40.1,5706,261,0.715
616.73,245.51,0.609,52.7,5000,40.6,11833,90,0.9489
606.59,280.59,0.502,71.7,2589,32.1,8637,315,0.8895
613.01,273.12,0.129,92.8,658,30.2,10886,11,0.5716
677.75,315.39,0.691,51.1,4989,25.9,4795,414,0.9745
613.06,260.84,0.655,51.7,5000,27.8,11116,53,0.9557
623.02,259.65,0.522,66.2,3325,14.5,11207,77,0.9017
650.38,290.99,0.224,80.4,2154,11.8,8869,0,0.7567
639.99,295.56,0.307,87.2,944,20.0,5579,113,0.7403
637.27,289.11,0.234,87.3,1140,18.3,7862,147,0.7094
621.53,284.76,0.316,85.1,1214,15.5,9834,80,0.7442
603.57,286.46,0.525,54.3,5000,27.0,8704,78,0.9415
648.22,279.33,0.556,68.8,2855,29.6,9803,670,0.9291
655.46,280.42,0.152,92.1,691,20.9,11037,119,0.6278
635.65,298.01,0.407,78.1,1960,34.8,6055,384,0.8545
678.71,310.66,0.313,81.1,1802,8.6,4535,81,0.8071
652.34,295.1,0.597,64.5,3344,18.1,7887,497,0.943
606.63,293.9,0.276,93.1,200,12.8,7011,340,0.6842
601.32,275.15,0.478,73.4,2416,1.3,10358,423,0.8798
610.58,308.15,0.203,90.3,804,19.2,4777,174,0.6732
627.86,267.22,0.384,90.4,278,18.8,11061,635,0.7704
617.75,272.45,0.438,72.7,2632,35.1,12061,141,0.8617
631.23,287.08,0.294,88.4,806,26.3,8001,276,0.7324
635.8,299.79,0.441,72.8,2620,9.8,8182,307,0.8844
663.19,318.73,0.438,88.7,355,38.5,5697,913,0.8517
651.3,294.53,0.612,52.6,5000,32.2,6372,43,0.9578
671.31,310.6,0.405,69.0,3253,25.8,6775,44,0.8909
592.36,248.1,0.226,90.7,683,17.7,12329,186,0.6312
603.63,272.38,0.552,70.0,2698,10.4,7784,750,0.9202
677.19,333.27,0.136,95.2,292,16.3,4033,7,0.6233
634.62,289.76,0.395,77.2,2119,30.9,8766,97,0.8343
629.66,274.34,0.114,96.9,123,38.8,10479,100,0.5411
659.8,297.68,0.182,90.7,811,35.4,7924,109,0.6679
595.35,251.82,0.681,51.2,5000,15.1,12408,8,0.9552
589.68,275.48,0.272,92.7,258,8.8,10333,524,0.6863
659.87,325.25,0.252,82.2,1820,21.4,4853,3,0.7744
702.16,324.53,0.138,96.2,146,2.3,6346,195,0.6412
635.64,289.89,0.229,79.8,2214,23.2,8679,17,0.7581
665.61,340.85,0.422,87.0,653,18.5,3001,481,0.8388
624.63,280.05,0.319,88.4,742,15.3,9009,412,0.7487
685.5,341.63,0.259,89.0,824,4.1,2715,384,0.7753
609.03,271.76,0.308,90.6,459,25.1,11070,400,0.7134
665.64,275.26,0.862,50.0,5000,14.7,10722,845,0.9846
613.6,281.62,0.616,54.4,4725,8.3,9514,162,0.9524
624.1,296.5,0.707,57.2,4081,-8.7,5972,593,0.9656
656.84,280.45,0.192,94.6,225,19.7,8511,61,0.6149
662.52,307.44,0.19,92.5,532,37.7,6460,180,0.6698
681.93,306.09,0.39,78.9,1895,36.6,4908,3,0.8362
673.24,306.47,0.588,53.1,5000,15.4,6984,100,0.9595
627.77,265.93,0.357,79.8,1857,14.0,10095,184,0.8002
606.38,282.29,0.421,86.0,792,24.7,8131,720,0.8201
608.12,267.01,0.464,66.8,3401,10.0,12352,114,0.8896
616.91,284.83,0.31,91.8,291,23.0,10297,335,0.7085
635.65,295.58,0.76,54.8,4270,27.7,9976,539,0.9716
651.7,323.58,0.709,50.7,5000,32.3,3173,119,0.9713
639.23,308.93,0.616,52.5,5000,19.0,7145,56,0.9593
674.83,312.6,0.227,93.2,320,18.0,4807,268,0.6963
668.67,315.3,0.367,81.4,1595,11.2,7451,100,0.8212
618.88,298.77,0.332,81.0,1759,11.7,5920,317,0.8076
650.79,300.29,0.2,92.9,434,17.7,6867,43,0.6439
590.84,262.84,0.355,81.8,1583,23.7,11183,49,0.759
642.69,291.34,0.355,78.3,2080,29.1,9426,338,0.8367
611.87,279.5,0.374,86.9,798,12.0,11021,1000,0.8218
675.98,343.32,0.161,91.4,759,34.9,3198,85,0.6861
632.0,307.47,0.187,95.4,124,17.3,8174,375,0.6479
632.48,272.12,0.65,51.8,5000,19.8,10900,228,0.9615
594.62,252.2,0.616,64.8,3255,12.5,12519,557,0.932
671.26,344.25,0.413,71.7,2850,-4.2,3356,148,0.8958
638.22,308.74,0.422,91.3,44,28.8,6946,1000,0.8281
619.11,275.01,0.23,81.6,1958,27.4,11103,26,0.7295
641.65,292.19,0.573,85.7,398,17.2,7423,1000,0.8869
641.06,305.22,0.506,74.6,2168,20.7,5269,562,0.9032
639.73,328.98,0.49,76.6,1941,25.2,3350,604,0.9009
667.99,320.02,0.633,60.5,3820,4.4,5154,554,0.9604
685.45,340.48,0.255,90.7,590,14.7,2933,594,0.7789
644.28,306.6,0.232,95.0,56,27.9,8175,506,0.6904
635.52,277.4,0.745,50.6,4909,7.5,10689,689,0.9761
652.36,316.99,0.551,55.3,4786,22.9,4217,185,0.9539
630.89,308.66,0.451,82.4,1217,6.4,8773,840,0.8719
632.86,276.51,0.145,95.9,163,24.7,10536,146,0.5745
645.01,278.14,0.317,84.0,1378,19.6,7992,391,0.7865
663.14,321.38,0.375,82.1,1485,3.8,3168,372,0.8394
637.57,272.99,0.628,63.2,3449,31.6,9159,516,0.9447
632.9,295.05,0.497,72.3,2525,12.7,7836,402,0.8994
656.49,319.42,0.123,96.5,147,11.9,7530,11,0.5847
676.05,314.5,0.424,74.3,2444,22.0,6359,403,0.8916
660.91,301.11,0.058,96.8,292,31.5,8260,7,0.5388
646.31,287.46,0.165,95.4,187,9.8,9529,229,0.6139
608.1,263.08,0.424,84.4,1017,20.6,15000,548,0.8101
644.37,301.9,0.25,93.9,161,24.3,8337,531,0.7075
626.57,270.97,0.621,62.7,3535,26.9,12533,552,0.9446
615.47,284.53,0.272,85.8,1244,21.8,9073,277,0.7388
599.47,277.56,0.284,81.9,1769,16.3,7701,61,0.7451
632.56,271.36,0.339,81.1,1720,11.7,8446,213,0.7916
633.11,311.03,0.65,51.8,5000,20.9,4335,218,0.9654
648.08,310.6,0.546,54.3,4949,9.3,8918,118,0.9527
671.94,326.33,0.447,64.4,3783,-9.2,2024,166,0.9234
655.84,322.81,0.424,84.7,967,24.4,5412,617,0.8515
634.65,295.6,0.136,95.1,314,29.0,8330,219,0.6029
635.75,277.57,0.381,79.8,1792,-3.6,11582,366,0.8286
629.73,267.61,0.261,86.6,1161,9.9,12292,205,0.716
658.33,286.32,0.205,92.3,511,26.2,7290,288,0.674
649.05,303.93,0.145,95.7,206,40.6,8467,29,0.5912
604.77,287.21,0.504,81.9,1146,20.2,10953,804,0.8711
668.03,329.85,0.396,77.3,2105,12.7,4012,172,0.8628
639.62,294.02,0.473,76.7,1964,18.2,9214,414,0.8773
642.36,315.91,0.536,68.4,2974,33.7,5516,330,0.9229
644.38,294.86,0.364,83.9,1257,13.5,7485,482,0.8165
632.9,310.39,0.245,89.6,776,12.0,6623,11,0.6902
659.36,287.13,0.573,77.7,1547,15.2,9306,822,0.9124
614.77,276.3,0.7,50.8,5000,10.5,9651,531,0.9703
593.77,280.89,0.354,92.3,92,21.2,10673,538,0.73
652.89,295.14,0.339,82.6,1504,36.2,9045,189,0.7974
650.13,292.14,0.401,86.4,799,23.2,8515,477,0.8112
597.49,258.21,0.286,92.7,223,17.5,13562,257,0.6551
641.33,321.32,0.298,86.0,1141,17.1,3427,210,0.77
633.99,257.02,0.456,76.5,2050,4.4,13087,461,0.8638
676.84,294.17,0.356,82.3,1502,28.8,7131,296,0.8198
635.56,272.24,0.102,97.6,59,19.2,9713,24,0.5194
633.0,290.58,0.266,82.5,1731,18.2,7023,113,0.7584
651.41,311.15,0.281,90.7,528,50.0,5892,292,0.7319
643.67,292.16,0.458,85.0,836,23.0,9454,702,0.8491
630.26,273.84,0.477,85.2,749,12.5,11126,811,0.8489
634.55,293.67,0.602,60.5,3911,15.7,9419,548,0.9516
643.96,305.23,0.061,98.1,97,31.5,6374,88,0.5304
597.75,251.13,0.246,89.1,855,21.1,15000,192,0.6616
602.71,275.24,0.208,88.8,1004,5.6,11596,170,0.6639
625.47,273.63,0.333,79.8,1929,29.2,10800,173,0.795
632.28,281.36,0.418,69.7,3111,13.3,6941,15,0.8714
663.18,311.12,0.382,74.1,2601,38.7,6125,57,0.8616
631.29,291.21,0.367,73.0,2794,30.8,7160,50,0.8478
632.76,267.22,0.272,91.6,427,15.5,11244,288,0.6852
675.95,332.01,0.71,51.6,4855,32.8,5028,159,0.9727
676.33,321.62,0.321,86.1,1069,20.7,4795,118,0.7818
626.7,276.9,0.156,96.7,22,28.5,9619,176,0.5719
638.62,292.24,0.403,76.4,2206,24.8,8958,118,0.8442
661.64,308.54,0.449,78.0,1853,11.5,5689,425,0.8765
643.66,308.33,0.148,95.1,269,13.6,4726,55,0.6014
609.76,257.49,0.576,53.3,5000,30.3,12314,17,0.9436
636.2,293.8,0.419,80.0,1649,16.7,9071,316,0.8408
660.31,324.75,0.252,86.1,1267,16.0,3909,79,0.7504
645.47,308.56,0.263,87.6,1015,10.4,4119,309,0.7487
642.51,306.09,0.206,92.6,471,24.2,6915,18,0.6473
661.93,275.58,0.604,52.8,5000,40.6,10199,85,0.9563
645.99,278.57,0.323,76.5,2422,9.3,9785,50,0.8136
621.5,280.11,0.287,82.5,1677,20.2,11395,103,0.7548
670.11,333.29,0.377,78.4,1995,34.1,3529,120,0.8507
660.6,290.69,0.52,63.8,3670,19.2,8672,205,0.9274
638.42,270.85,0.401,77.8,2020,24.5,12278,220,0.8341
620.23,264.69,0.127,95.8,243,9.4,11998,298,0.5714
632.55,280.8,0.337,76.5,2390,24.3,9077,121,0.8201
580.1,224.23,0.333,81.6,1664,18.1,15000,228,0.7434
638.56,290.2,0.909,50.0,5000,29.9,9828,1000,0.9872
629.86,281.79,0.365,74.1,2646,31.9,11128,71,0.8384
645.16,305.27,0.218,89.7,843,45.9,8133,50,0.6845
673.78,302.34,0.373,90.5,291,25.8,5657,555,0.7925
664.71,311.36,0.243,85.9,1317,23.3,5374,158,0.7501
634.85,275.69,0.561,72.8,2275,21.9,8545,563,0.9104
625.67,303.8,0.173,93.8,390,16.5,7365,166,0.628
682.08,330.2,0.386,77.5,2096,23.4,2694,7,0.8524
624.75,315.32,0.529,64.9,3493,17.0,4923,141,0.9233
642.46,319.72,0.186,93.9,342,21.7,7045,283,0.6651
643.25,280.74,0.425,74.3,2447,33.2,10182,178,0.8616
661.22,309.64,0.101,97.0,141,9.9,7952,184,0.5854
615.74,300.23,0.348,92.9,16,31.4,7784,1000,0.7833
673.55,318.45,0.151,96.5,66,33.2,5039,236,0.6312
648.24,279.14,0.414,77.7,1997,18.8,8069,358,0.8528
593.07,258.53,0.658,51.7,5000,-1.2,11957,383,0.9608
637.7,279.08,0.292,73.4,2951,13.9,8467,0,0.8188
670.78,328.6,0.21,91.7,587,33.0,3478,241,0.709
646.57,298.49,0.391,91.1,149,19.8,4245,990,0.8175
647.74,302.26,0.339,79.7,1918,10.0,9766,417,0.835
640.72,301.63,0.116,97.6,6,15.0,7327,125,0.5622
659.57,282.39,0.488,68.1,3146,28.4,7776,136,0.9036
667.27,304.24,0.141,93.3,557,25.5,6162,109,0.6324
667.89,297.87,0.262,89.8,711,17.6,9510,298,0.7319
644.65,299.88,0.177,90.5,843,16.3,7097,31,0.6531
634.51,291.31,0.39,71.9,2884,16.1,7440,103,0.8634
660.86,315.36,0.101,93.6,618,10.8,5446,207,0.6264
642.51,273.43,0.29,89.5,669,36.2,10765,230,0.7136
648.27,301.43,0.36,81.9,1557,16.8,7337,280,0.8174
629.17,276.86,0.322,84.8,1244,32.2,9824,479,0.7832
664.41,319.87,0.687,51.1,5000,35.2,4419,53,0.969
624.8,260.28,0.213,91.4,611,30.0,13202,76,0.629
623.15,273.17,0.261,93.4,193,15.7,11832,617,0.6986
672.67,343.47,0.474,79.6,1557,24.0,2271,534,0.893
635.77,299.4,0.269,91.8,408,19.8,5594,517,0.7273
614.2,273.76,0.176,89.0,1068,11.0,9433,70,0.641
634.65,312.9,0.146,94.2,415,23.2,4041,18,0.6051
643.48,318.3,0.589,58.3,4257,8.2,7605,222,0.9516
652.31,273.63,0.369,87.0,793,31.9,9280,612,0.7993
655.01,304.64,0.404,71.0,2982,15.4,7446,81,0.8788
633.25,274.6,0.843,50.0,5000,22.0,9617,704,0.9815
645.3,307.55,0.547,53.9,5000,22.8,5920,46,0.9511
645.94,341.29,0.26,84.3,1488,17.4,1267,106,0.773
614.88,251.39,0.638,52.1,5000,25.9,10946,106,0.9537
639.19,287.23,0.3,79.0,2134,15.3,10927,49,0.7912
615.31,252.01,0.344,91.2,275,28.7,15000,619,0.7347
679.42,343.34,0.628,56.6,4385,6.5,1378,160,0.9624
613.56,286.83,0.263,85.9,1265,21.3,10252,63,0.7142
692.47,323.58,0.099,95.7,331,39.4,2094,48,0.6063
619.77,245.73,0.395,70.1,3135,10.0,13269,164,0.8577
652.95,283.8,0.292,80.4,1958,13.2,9464,5,0.7774
632.24,318.6,0.534,59.3,4276,25.1,5144,39,0.9379
620.98,261.42,0.534,64.6,3513,21.8,10341,1,0.9064
675.83,318.87,0.162,91.3,772,23.5,6341,7,0.6628
652.49,298.25,0.467,86.5,592,24.9,8901,1000,0.8657
630.63,281.77,0.411,73.2,2647,26.3,8618,179,0.8618
626.31,264.12,0.339,81.2,1703,31.1,13233,392,0.7997
619.08,253.74,0.229,94.4,145,24.1,13445,401,0.6367
654.33,301.75,0.393,89.3,401,17.6,6208,637,0.8071
606.64,271.45,0.103,95.6,328,26.7,11174,33,0.5268
648.95,272.92,0.371,80.0,1782,39.0,9065,224,0.8155
688.51,328.35,0.211,94.5,179,18.7,3762,116,0.6773
664.69,315.95,0.197,92.8,466,10.3,5911,239,0.6823
617.45,250.69,0.29,83.1,1577,31.1,15000,121,0.734
626.35,300.93,0.136,95.3,286,18.8,9074,61,0.5814
609.03,264.02,0.376,88.5,571,-1.7,10999,335,0.7463
629.27,304.08,0.589,54.8,4746,28.5,7364,12,0.9503
705.87,326.5,0.535,72.5,2389,14.6,6380,677,0.9329
657.37,309.15,0.191,91.0,733,19.1,8082,47,0.6684
666.88,312.25,0.654,57.4,4197,23.3,7202,286,0.9609
668.14,331.19,0.277,90.4,576,21.9,3520,421,0.7627
615.04,316.17,0.285,81.8,1779,27.1,4990,23,0.7695
613.75,281.44,0.35,86.5,919,15.6,10124,701,0.7955
629.05,302.94,0.306,74.3,2790,25.1,6858,132,0.8343
647.83,301.44,0.427,84.9,929,17.4,8077,1000,0.8648
636.22,298.69,0.214,91.7,572,27.4,8705,21,0.6519
643.16,274.64,0.384,79.2,1871,26.2,8939,378,0.835
601.27,261.14,0.36,73.6,2736,10.6,11440,53,0.8223
655.66,307.7,0.327,82.6,1537,30.9,4704,155,0.7978
613.93,277.54,0.439,73.5,2520,14.6,9711,176,0.8607
645.11,277.44,0.31,86.1,1096,28.1,10265,156,0.7463
635.87,275.77,0.457,68.5,3174,23.7,10958,124,0.8893
656.64,328.62,0.44,78.8,1759,38.4,3761,437,0.8767
640.54,296.67,0.261,91.7,437,17.8,8764,514,0.7248
600.17,259.98,0.635,56.2,4428,16.5,13148,123,0.9452
661.06,294.73,0.56,63.3,3626,19.8,7703,198,0.9344
613.45,275.47,0.673,51.4,5000,17.0,9450,164,0.9617
635.62,272.32,0.377,80.6,1683,28.0,10341,270,0.8127
653.54,310.57,0.429,75.6,2252,3.8,4924,49,0.8615
603.57,263.23,0.731,57.4,3984,9.5,13501,491,0.9601
657.0,288.97,0.297,93.3,108,9.3,9499,478,0.7229
631.08,285.41,0.763,50.5,4865,29.5,9559,268,0.9721
654.92,334.22,0.264,90.3,633,37.1,3014,411,0.7552
625.02,275.44,0.355,92.1,117,19.0,10384,1000,0.7825
616.44,277.68,0.4,88.2,543,18.3,9519,767,0.8039
627.22,242.91,0.349,80.6,1766,20.7,12873,284,0.7888
655.47,296.11,0.157,96.2,98,31.6,7066,215,0.6112
659.71,299.23,0.132,97.3,2,10.7,5037,229,0.5934
631.73,310.64,0.402,77.6,2040,22.4,5953,189,0.8473
665.81,294.44,0.258,86.3,1208,29.8,6485,196,0.7464
653.75,315.49,0.627,61.3,3720,25.0,4643,395,0.9534
602.79,264.51,0.508,85.6,596,21.9,11870,1000,0.8555
610.45,243.84,0.186,91.6,659,30.0,11983,14,0.5881
616.38,278.69,0.153,95.8,161,-7.0,7413,78,0.5646
644.45,308.46,0.289,83.3,1547,26.8,6822,71,0.7699
687.29,332.81,0.379,86.0,911,13.5,2554,537,0.8399
612.09,293.19,0.279,88.6,830,1.7,10088,163,0.7099
607.36,264.33,0.265,86.1,1224,25.1,12960,223,0.7131
654.63,302.08,0.555,62.2,3790,33.7,6088,190,0.9369
632.86,276.0,0.259,93.3,222,18.6,7650,577,0.7008
617.66,292.81,0.252,84.5,1483,29.5,9303,208,0.7412
635.18,272.06,0.162,93.7,437,36.1,13173,331,0.6256
630.73,269.75,0.056,95.5,478,33.1,8599,6,0.5129
625.6,291.28,0.219,91.4,593,36.4,8586,317,0.6798
604.2,288.07,0.124,88.9,1230,27.4,8538,83,0.6254
628.23,302.07,0.45,81.4,1364,20.8,3725,605,0.8601
664.24,311.68,0.594,59.3,4104,4.0,3660,418,0.9554
653.58,314.68,0.574,57.2,4453,17.5,5576,35,0.9484
619.94,287.41,0.317,81.2,1767,11.6,11039,33,0.7724
663.27,302.04,0.218,91.0,661,41.7,6994,104,0.684
639.9,305.71,0.411,67.8,3412,18.2,6411,40,0.8894
662.83,304.49,0.533,67.2,3149,21.2,6358,405,0.929
648.58,303.2,0.8,61.5,3199,25.5,7587,1000,0.9734
582.24,253.49,0.198,95.8,33,20.4,13106,319,0.5806
657.81,299.51,0.383,72.6,2804,37.0,7546,86,0.8654
666.75,326.54,0.533,62.4,3831,13.8,5641,249,0.9414
638.18,282.62,0.442,78.1,1858,21.9,8076,491,0.8643
603.58,258.52,0.717,66.1,2783,12.6,13265,983,0.9528
630.32,302.22,0.38,71.3,2994,6.8,6492,2,0.8608
